capture,condition,channel,window_start_sec,quality_score,valid,activity,calmness,tension,rhythmic_density,register,harmonic_stability,velocity_factor,note_probability,rms_uV,alpha_beta_ratio,beta_over_alpha_beta,theta_alpha_ratio,slow_power,fast_power,dominant_band
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,0.0,0.45119685517692876,True,0.2088306337785235,0.001593353542413549,0.5823016891624736,0.33954550316290605,0.2542372881355932,0.14723008859570302,0.4461814436449664,0.42163640253032486,101.01036388710331,0.3920201665599614,0.718380397046604,3.5365918434424164,0.9419228440092344,0.05241933414277004,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,0.256,0.42873105159681457,True,0.21573005284794033,0.0015187934173289564,0.5815944210712622,0.343782581726103,0.2542372881355932,0.14742916834632205,0.4510110369935582,0.4250260653808824,130.42063023565296,0.39214253060285986,0.7183172541245932,5.416598099845494,0.9665461326013239,0.029267843786855575,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,0.512,0.42896563098327634,True,0.2185834034019846,0.001563787691061625,0.5755977462048991,0.34353842338300467,0.2542372881355932,0.1495572508274754,0.4530083823813892,0.42483073870640375,122.36976874612986,0.468013534323212,0.6811926297420413,4.120463332897425,0.9659701772290186,0.028481765323936016,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,0.768,0.4261197580865379,True,0.21880774455917534,0.0017932788177479635,0.5676336790400034,0.34089682162746515,0.2542372881355932,0.152493843567535,0.4531654211914227,0.4227174573019722,112.26311730184248,0.5194743809156864,0.6581223168476148,2.7992347904600217,0.9514370653416577,0.040259560279824275,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,1.024,0.42481033377862043,True,0.22205994290364298,0.0017910133794680706,0.5667973022371663,0.34271801867037616,0.2542372881355932,0.15278510291364608,0.45544196003255005,0.4241744149363009,123.74305562700725,0.43245087972155083,0.6981042171185678,3.828370751674383,0.9579433932383284,0.03615823669326399,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,1.28,0.4231726663187063,True,0.2293447500024569,0.0017260165726814343,0.5683913188423841,0.3480110490964315,0.2542372881355932,0.15218494917740855,0.46054132500171985,0.4284088392771452,141.4289615540606,0.39807265202396824,0.7152704106582869,4.671348188264626,0.9651790060703791,0.029798965795006793,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,1.536,0.42269572275489786,True,0.23973359610402634,0.001703933636415683,0.5665569760062488,0.35412177906980424,0.27254237288135597,0.1528126152614832,0.46781351727281845,0.43329742325584336,158.5314142578309,0.4402224221809365,0.6943371971861281,5.370850623655148,0.9691853155734615,0.025569251947783075,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,1.792,0.4210962066818169,True,0.24916850305207217,0.001723067803709101,0.5644006305964135,0.35949974769259163,0.2845016949152543,0.1535797733636663,0.47441795213645055,0.43759979815407335,162.3866221471222,0.45058866809698245,0.6893753011724489,4.7237938363383485,0.9658535101932518,0.028318767244259573,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,2.048,0.4,True,0.25445830272897957,0.0017605990758064165,0.5674299660327576,0.36399838488530184,0.2790541016949153,0.15254390128780912,0.47812081191028577,0.4411987079082415,152.06645047155766,0.3867709108187537,0.7210996366871631,2.904581181465314,0.9534150907303905,0.0396592285427263,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,2.304,0.4783672452964228,True,0.2699402524149207,0.0028780719271309487,0.5405988618190831,0.3646707657063775,0.2745870752542373,0.16266114511595614,0.48895817669044456,0.44173661256510205,195.35791281620135,0.9224382915664939,0.5201727433114436,3.874164477878737,0.9542379601214448,0.02915443480384559,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,2.56,0.4411926515719443,True,0.27897442412777496,0.0026259560757159028,0.5520620777411362,0.3745551028924514,0.2755003847593221,0.15848514423981777,0.4952820968894425,0.44964408231396114,185.51613143850645,0.32898924439266014,0.7524515372699772,3.875504785577365,0.9642798006732642,0.02975196065595176,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,2.816,0.4355540503835996,True,0.28025509259563797,0.002296449700934471,0.5702612234179028,0.3817572383834307,0.2731984510958645,0.1519012641093416,0.4961785648169466,0.45540579070674453,164.97741289649576,0.2306297773644709,0.8125920714330934,3.6698013661677003,0.961880119110144,0.033875849643205905,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,3.072,0.4333408609693683,True,0.2799096942335619,0.001992937923159707,0.587953207283307,0.38772492380097273,0.26978544176301567,0.1455117871008965,0.49593678596349333,0.46017993904077814,161.5026362667659,0.20252600699042062,0.8315828465583348,3.6440112977941244,0.9620657639692546,0.03431065526554323,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,3.328,0.43202420152565857,True,0.27857900159859156,0.0017329482229264256,0.6036436164624976,0.39235161680095876,0.26698677411007965,0.1398511505830281,0.4950053011190141,0.463881293440767,158.99262468734824,0.1909717131532861,0.8396505046332875,4.3088026387294756,0.9616568264492958,0.03492220425867763,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,3.584,0.4318643706677312,True,0.2829349820908444,0.001688327637672571,0.6013870210636901,0.3943931957313405,0.2662172903634857,0.1406119555921957,0.4980544874635911,0.46551455658507235,182.44391847755136,0.35927640271875744,0.7356855441268649,2.9987956535051072,0.9659503462125342,0.0284311336890418,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,3.84,0.4323551182111196,True,0.29382225695025516,0.0016607882205036278,0.5991010538489052,0.4006698358647828,0.2655863136912786,0.1413941434962106,0.5056755798651786,0.4705358686918262,212.97816455894406,0.3633201464068582,0.7335034273419376,2.1807995398187123,0.9689595333069101,0.025279301135464324,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,4.096,0.4599366453506878,True,0.2904968599952797,0.0015366506290811568,0.6041931022387722,0.40029054478050213,0.26354348909125525,0.13953123712533258,0.5033478019966958,0.4702324358244017,169.43083574223425,0.2802211630859504,0.7811150360459462,2.454910654219592,0.9672393677583266,0.028323895623131225,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,4.352,0.4,True,0.28721097090631265,0.0013700730793239945,0.6155426182232185,0.40212704746722977,0.272546339020931,0.1354506311234342,0.5010476796344189,0.47170163797378384,167.69905444978764,0.20393147981488569,0.830612054522252,3.2730972475313416,0.9649157838584936,0.03147581416595262,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,4.608,0.4,True,0.2975484843137535,0.0014227886274208437,0.6065608952021572,0.4057028281246949,0.2723015573191973,0.13862849928706864,0.5082839390196275,0.4745622624997559,223.43709653340696,0.4174717073399301,0.7054814531885568,3.080779858960689,0.9745337720651329,0.01981993756225353,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,4.864,0.4,True,0.30677461892095814,0.001385028973422148,0.6011053606813124,0.40979037853708217,0.2736262600525893,0.14051339259426515,0.5147422332446707,0.4778323028296657,231.74694394989754,0.3907824521918097,0.7190197132261482,2.8345141463632677,0.9794526709044742,0.01623025480607985,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,5.12,0.4,True,0.3194567737575321,0.0014660473975497373,0.5890483618265404,0.4138138295816851,0.2731870925651571,0.14478600416911824,0.5236197416302725,0.48105106366534806,256.8606832521566,0.500369683916816,0.666502403146954,2.769341880855304,0.9788995280793531,0.015597789601484252,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,5.376,0.4,True,0.326074466272777,0.0014322006481735051,0.5865986542386186,0.41725793206082157,0.27282697522546273,0.14562140143779637,0.5282521263909439,0.4838063456486572,246.50740640376364,0.39269252193950543,0.7180335818455894,2.5861234458495272,0.978865378312428,0.0166021319344297,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,5.632,0.4,True,0.3354940174661649,0.0015249440849353698,0.5761883726659958,0.41973704178610577,0.2710062552780998,0.14932528322210956,0.5348458122263154,0.48578963342888454,268.1816153871421,0.5158912538175939,0.6596779270426854,2.616156741187936,0.9780784123063327,0.016199237842555923,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,5.888,0.4,True,0.3446778355967166,0.00149296630300103,0.5737826179300638,0.42486450941338816,0.27408953610770287,0.15014651182142844,0.5412744849177016,0.4898916075307105,280.2299798444755,0.42435230063836116,0.7020734964839408,5.068459470457567,0.9789996583419365,0.01647811981826315,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,6.144,0.47451363504423494,True,0.32697659189832506,0.0014132691441282519,0.5778469081006107,0.41478120256912504,0.2720415552015367,0.14867220710846973,0.5288836143288276,0.4818249620553,175.78544920944077,0.3451816437255819,0.7433940275662148,4.672244047423831,0.9758168210642757,0.02009050603609282,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,6.4,0.45996978890907625,True,0.31150232432499236,0.0013921148954269646,0.5742433015017303,0.40346166633685066,0.27036221085848045,0.14991971915642205,0.5180516270274946,0.47276933306948055,174.24626377040622,0.4377018827409911,0.6955544900740892,5.824396666690723,0.979103815394651,0.016640101010792167,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,6.656,0.4194351391411031,True,0.3098496977970144,0.0016962998704114969,0.5495680999324001,0.39375113854439936,0.2674597247683608,0.15875375993942759,0.51689478845791,0.46500091083551953,224.46829907764402,0.8346705089600572,0.5450569979999697,4.062395291082887,0.9795427770289556,0.013682678886247916,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,6.912,0.40654403316932397,True,0.30423445078439165,0.0016373401795394837,0.548164831271813,0.3896100839549891,0.2650796861744626,0.15920658017156625,0.5129641155490742,0.46168806716399136,208.42907374657844,0.479515481198057,0.6758969491238397,5.314951536092795,0.9816966152353381,0.014080203191598948,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,7.168,0.4,True,0.2997297212929028,0.001549049946676454,0.5465805111479164,0.3861274977421575,0.2631280545274661,0.15970370356356908,0.5098108049050321,0.45890199819372607,211.6906451695487,0.4862090144915653,0.6728528693851179,6.293070481649337,0.9838806212669672,0.012613803477946611,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,7.424,0.4,True,0.30065719696910925,0.0015705330296738142,0.5405881903866085,0.38463304466523396,0.26305314030574256,0.16181497983397508,0.5104600378783766,0.4577064357321872,234.3388563844368,0.5618416511508354,0.6402697733061429,4.864034414626576,0.9817371163413374,0.013624962561215412,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,7.68,0.4,True,0.3006161885889205,0.0015865544296536443,0.5357649625855774,0.3829182594877504,0.2614662869151157,0.16351352347432288,0.5104313320122444,0.45633460759020034,233.7338583053661,0.5604374759863202,0.6408459264221358,4.928938501215276,0.98155581345203,0.013823493287255104,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,7.936,0.4,True,0.30218055136404,0.001501979354041354,0.5382853426700899,0.3848172283211575,0.26016506713480164,0.1625764166455955,0.511526385954828,0.457853782656926,244.0134849200361,0.45858995059093216,0.6855936444004287,6.10329257448328,0.9822425191086398,0.014205730493869837,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,8.192,0.4,True,0.30674051620128967,0.0016344346712276806,0.5288049661306657,0.38446307367657134,0.25909806691494414,0.16598064439056506,0.5147183613409028,0.4575704589412571,262.370152780722,0.6519252205700957,0.6053542784371885,6.50976839842242,0.9789655861463317,0.015363904571477743,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,8.448,0.4878415926093429,True,0.2981400861195378,0.001952743918623873,0.5256779778098959,0.37777834821116313,0.25822312673466097,0.16728199131364205,0.5086980602836764,0.4522226785689305,202.71467176583857,0.5700475472938192,0.6369233859731764,3.320370885609138,0.9647162703375234,0.02591154966651334,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,8.704,0.41584893361281805,True,0.29747398263095864,0.0023278468637475255,0.5082864426022796,0.37125834362092097,0.25750567578682876,0.17361284555063813,0.508231787841671,0.4470066748967368,239.28828617515487,0.8701735248755823,0.5347097403771102,4.937264757781432,0.9749018134665145,0.016422635980197647,delta
20260523-201321_ear_eeg_ch1_only_jaw_movement_30s,ear_eeg_ch1_only_jaw_movement_30s,0,8.96,0.4183121963738734,True,0.29721937485670025,0.0026752887156627617,0.4930489114871919,0.3657597126773723,0.25691736600960635,0.17917181864466372,0.5080535623996901,0.44260777014189784,243.98566255629913,0.8933647236001169,0.5281602574945395,4.921886703453862,0.9753475452817515,0.01562803606335216,delta
